title, price, delivery_price, img, category 
"보랄 더 셰프 접이식 실리콘 전기 멀티포트, BR-TH930SNK",33460,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1135218256601642-c9996c5a-0f6c-4b54-ab40-5bb58f2cd278.jpg,1
"이고웰 무선 라벨프린터 감열식 화이트, 1개",39000,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f71b/482a5820324ed6cf6fdd20d27c69678ded33349a99da7f2434d222c8fc41.jpg,1
"혼스 침구 청소기 HSBC-1000, 화이트",51900,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/72658644900980-1f23b6c0-02b1-4051-98ba-81f4643713d8.jpg,1
"파파 LED 와이드 스탠드 PA-800S, 화이트",51380,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3609006525185321-6da9e352-c4fd-43a0-ad37-ebb8c29e8e61.jpg,1
"테팔 클래식 건식다리미 FS2920KO",14240,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2017/04/11/12/5/e1ce432c-774a-4203-ac03-fc3d43165854.jpg,1
"Apple 아이패드 10.2 2021년 9세대, 스페이스 그레이, 64GB, Wi-Fi",469020,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4797014531575232-4ec3c95e-9f16-49ee-8456-12f207febb9c.jpg,1
"Apple 2022 아이패드 에어 5세대, 핑크, 64GB, Wi-Fi",882550,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/466223890272280-196e0b99-5a5b-44c0-be6d-6ee54bae41b5.jpg,1
"홈플래닛 전동 멀티 다지기 2L, LB7004A",27040,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/708794609078296-ef34a386-f4be-4581-9edb-630bfc0744e4.jpg,1
"카멜마운트 이동식 모니터 스탠드 SMB32, 화이트(SMB32W), 1개",84000,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/289569055739739-e81e71c6-2a8c-497c-bf28-f62f3b8508c2.jpg,1
"보다나 글램웨이브 봉고데기 프리볼트 40mm, 핑크, VC19LPKFV",68400,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2424092821760740-148290a0-836b-4f69-a9fe-96dc57f4a7ac.jpg,1
"HULMAY 초음파 구강 청결기 M3U, 국내배송[M3U블루]",42800,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/af36/e936fe5a477893dc32aa7f8e3a96913f7d0e6235fe8e3b182acf3b78068f.jpg,1
"JMW 전문가용 매직컬 무빙쿠션 고데기 W2010ME + 캡 세트, 혼합색상",69000,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9516321259927658-489bdb52-ad1e-4e7c-bdf0-d3c82c121c54.jpg,1
"보아르 워시스핀C 무선 충전식 욕실 청소기, VCL-031WH, 화이트",26400,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3555583353453830-1456b489-7b46-44bc-91c3-e7bef6438587.jpg,1
"보아르 이지 접이식 전기포트 M1, VO-KI014",49850,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2973154598696490-e1009871-69c5-43bc-875f-903f82c6602b.jpg,1
"이놀 블랙 개별통합형 멀티탭 4구, 2m, 1개",11460,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3f13/d4416b510db7baaa348b487054632cf80d1f3120f35306bd299c9c13251f.jpg,1
"키친플라워 쿠킨 고속 파워 믹서기 KEM-KD910CP",32800,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4026040659357541-dfc9a1d9-271c-45b7-88d1-aae9e5d5307b.jpg,1
"오랄비 배터리 전동칫솔 화이트, DB5",13470,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7818095110681283-5372424f-899d-49af-b540-47038ee7825c.jpg,1
"신지모루 클리어 애플펜슬 수납 태블릿PC 케이스 + 종이질감 액정보호 필름 세트, 핑크샌드",25900,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8998721274965934-5f067707-cb51-48fb-a7da-dc7e8fdc7afd.jpg,1
"보다나 글램웨이브 봉고데기 프리볼트 36mm Bong FD36, 아이보리무드, VC21MIMFV",66600,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3755269162136725-13adbb72-3a2a-4dd0-b168-455e7c714a81.jpg,1
"신지모루 저반사 매트 지문방지 코팅 강화유리 휴대폰 액정보호필름 3p 세트, 1세트",12150,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7135263366794010-d9a17a1a-f0bd-4a10-be29-27d9a33b0af3.jpg,1
"필립스 소닉케어 옵티멀 플라그 디펜스 칫솔모, HX9028/67, 8개입",39690,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/353123269713126-7ab759fa-02f2-4d00-8aa9-993d3072746a.jpg,1
"홈플래닛 2 in 1 무선 진공청소기 858B-DC, 화이트",39990,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/852201942122386-8187777a-6bf5-4fb9-b042-7f45da3c8cc8.jpg,1
"브리타 마렐라 쿨 화이트 2.4L+한국형 필터1개 기본구성, Marella White",38000,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5367804454749643-2b2b3590-9f31-4e8b-81a9-b33d6a19e59f.jpg,1
"비달사순 토르말린 세라믹 이온 에어스타일러 VSAS80PIK, 블랙",34600,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/484203560086408-ffd117ff-a89c-498b-bf6c-03bdc9132350.jpg,1
"BRAUN 시리즈7 전기면도기, 71-S7200cc, 실버",186020,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/04/14/13/4/e75f3ba0-6bac-4c2c-8a63-20db2aa1f04b.jpg,1
"우드웰 스토리 서랍형 듀얼 모니터 받침대 MT-01, 메이플",31200,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/275443596870064-a8534012-c031-4b7c-b245-f3c6e3c4d178.jpg,1
"디씨네트워크 월윈드 차량용 초강력 무선 에어건 휴대용 가정용 먼지제거 51000RPM, 블랙, DC Wb AG-01",38250,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1798673929206356-223b0af7-1767-4cce-acd5-0ed2d453fefb.jpg,1
"신지모루 마그네틱 폴리오 애플펜슬 커버 태블릿PC 케이스, 블랙",27150,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2971649585598396-0d6dc9b6-493e-42dc-8757-ba1d4f42f83f.jpg,1
"Apple 에어팟 맥스 블루투스헤드셋, 실버",686000,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/218005008681-0735e1ea-25ea-4d80-b172-74d4cfee0812.jpg,1
"쿠쿠 에어프라이어, 블랙, CAF-F0510TB",71210,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8927802581701651-4271636d-b4e3-402a-80b1-51d9a71f5d9c.jpg,1
"써지오 고용량 누전차단용 멀티탭 2구 WI-MC1627, 3m, 1개",26180,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/16463827747861-233dfad0-1542-4dfe-8b0a-ca4403327321.jpg,1
"카멜 이지밸런스 싱글 모니터암 거치대, 화이트, 1개",59000,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/106624940641874-68ff9584-5f38-49df-991b-2a3583727255.jpg,1
"신지모루 클리어 애플펜슬 수납 태블릿PC 케이스, 블랙",19150,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3837515346528748-9c59f6a0-40a4-4fe4-babe-e356bda695d1.jpg,1
"샤오미 미지아 차량용 핸디 청소기, SSXCQ01XY, 화이트",50320,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9512935235056120-317cf303-4a0c-426e-8312-4e260f239cf1.jpg,1
"필립스 핸드블렌더 3000시리즈 믹서기 화이트, HR2520/00",30000,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4595186360669636-e568773c-a2ac-434c-8b4f-eb36a45974ce.jpg,1
"홈플래닛 탁상용 태블릿PC 스탠드 거치대",16780,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/197030086180299-321848f0-5a70-4e1e-a6b1-e34e4c931260.jpg,1
"에이든 전문가용 헤어 드라이기 WA-1800HD 1800W, 혼합색상",16800,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1934922390278959-bdfd660c-878c-4057-8b01-b7292fcd335b.jpg,1
"만렙 2in1 맥세이프 무선충전기 아이폰 에어팟 무드등 거치대, 화이트, 1개",26500,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/05/11/12/9/5e468074-c70d-4c56-846f-7cd59756c0e1.jpg,1
"필립스 블렌더 3000 시리즈 믹서기 블랙, HR2041/01",36350,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/352575943129324-07695d3e-7422-46f3-aeb1-5564fdb71708.jpg,1
"삼성전자 BESPOKE 식기세척기 카운터탑 6인용, DW30A3030CE(화이트), 방문설치",401480,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2980527994309940-b6991168-9594-4404-8667-7e8e82919aed.jpg,1
"오상헬스케어 미래 3.3G 플러스 혈당측정기 + 시험지100매 + 침 110 + 솜 100매 혈당계 세트, 1세트",26970,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/gkqxm1i9/73b87ab841844ec4a6a515e5c1280956.jpg,1
"필립스 1200 시리즈 전자동 에스프레소 커피 머신, EP1200/03",293700,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4594842337328952-254f7c06-ffeb-4458-9604-dc6da52cf9b2.jpg,1
"씨티오 LED 7단 파노라마 학습용 스탠드, 화이트",24000,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1798407153034229-9aef620d-661f-44a4-b39f-c06149ee6585.jpg,1
"린나이 AA 가스레인지 2구 스탠드전용 고객직접설치, LNG, INCP2032WJ(펄화이트)",137250,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/06/14/12/1/0c6b15e2-f1f2-4e50-ac13-8f89a4115406.jpg,1
"홈플래닛 에어프라이어 3.5L, AF-611, 블랙",39990,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/217998999266375-b4f8a4b3-ffe4-40aa-9c8f-57c413740966.jpg,1
"고용량 누전차단용 멀티탭 3구 WI-MC1637, 3m, 1개",29490,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/16464037942761-e63e629c-97b5-4a98-8c2d-96d021040b72.jpg,1
"필립스 파워 블렌더 5000 시리즈 믹서기, HR2228/90",74900,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/555154089600965-e636c56d-a819-47ef-89d8-db41d5efb2e8.jpg,1
"신지모루 자력강화 M 티피톡 맥세이프 투명 그립톡, 클리스탈 클리어, 1개",12900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/10/13/17/4/cfe50bed-fd6f-4e74-a191-829d616691fa.jpg,1
"캐치웰 텀블러 다용도 무선 핸디청소기 THC1000, 아이언그레이",39900,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9090725714514447-71c3208e-4f54-4612-8fb2-4cdbf5fb5c72.jpg,1
"SK매직 NEW 전면배터리 가스레인지 2구 자가설치, GRA841SR(실버), LNG",149000,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2674901673501-448825f3-da4f-4f55-889b-611f914a1b69.jpg,1
